vote_id,bill_id,legislator_id,vote,date
VB1007_17,B1007,17,1,2019-07-30
VB1007_18,B1007,18,1,2019-07-30
VB1007_19,B1007,19,1,2019-07-30
VB1007_20,B1007,20,1,2019-07-30
VB1007_21,B1007,21,1,2019-07-30
VB1007_22,B1007,22,-1,2019-07-30
VB1007_23,B1007,23,1,2019-07-30
VB1007_24,B1007,24,-1,2019-07-30
VB1007_25,B1007,25,0,2019-07-30
VB1007_26,B1007,26,-1,2019-07-30
VB1007_27,B1007,27,1,2019-07-30
VB1007_28,B1007,28,1,2019-07-30
VB1007_29,B1007,29,1,2019-07-30
VB1007_30,B1007,30,-1,2019-07-30
VB1008_1,B1008,1,1,2019-08-29
VB1008_2,B1008,2,-1,2019-08-29
VB1008_3,B1008,3,1,2019-08-29
VB1008_4,B1008,4,-1,2019-08-29
VB1008_5,B1008,5,1,2019-08-29
VB1008_6,B1008,6,1,2019-08-29
VB1008_7,B1008,7,1,2019-08-29
VB1008_8,B1008,8,1,2019-08-29
VB1008_9,B1008,9,-1,2019-08-29
VB1008_10,B1008,10,1,2019-08-29
VB1008_11,B1008,11,-1,2019-08-29
VB1008_12,B1008,12,-1,2019-08-29
VB1008_13,B1008,13,-1,2019-08-29
VB1008_14,B1008,14,-1,2019-08-29
VB1008_15,B1008,15,-1,2019-08-29
VB1008_16,B1008,16,0,2019-08-29
VB1008_17,B1008,17,1,2019-08-29
VB1008_18,B1008,18,1,2019-08-29
VB1008_19,B1008,19,0,2019-08-29
VB1008_20,B1008,20,1,2019-08-29
VB1008_21,B1008,21,1,2019-08-29
VB1008_22,B1008,22,1,2019-08-29
VB1008_23,B1008,23,1,2019-08-29
VB1008_24,B1008,24,-1,2019-08-29
VB1008_25,B1008,25,-1,2019-08-29
VB1008_26,B1008,26,1,2019-08-29
VB1008_27,B1008,27,1,2019-08-29
VB1008_28,B1008,28,-1,2019-08-29
VB1008_29,B1008,29,0,2019-08-29
VB1008_30,B1008,30,-1,2019-08-29
VB1009_1,B1009,1,0,2019-09-28
VB1009_2,B1009,2,1,2019-09-28
VB1009_3,B1009,3,1,2019-09-28
VB1009_4,B1009,4,1,2019-09-28
VB1009_5,B1009,5,-1,2019-09-28
VB1009_6,B1009,6,1,2019-09-28
VB1009_7,B1009,7,-1,2019-09-28
VB1009_8,B1009,8,1,2019-09-28
VB1009_9,B1009,9,1,2019-09-28
VB1009_10,B1009,10,-1,2019-09-28
VB1009_11,B1009,11,1,2019-09-28
VB1009_12,B1009,12,1,2019-09-28
VB1009_13,B1009,13,1,2019-09-28
VB1009_14,B1009,14,1,2019-09-28
VB1009_15,B1009,15,1,2019-09-28
VB1009_16,B1009,16,-1,2019-09-28
VB1009_17,B1009,17,1,2019-09-28
VB1009_18,B1009,18,-1,2019-09-28
VB1009_19,B1009,19,-1,2019-09-28
VB1009_20,B1009,20,1,2019-09-28
VB1009_21,B1009,21,1,2019-09-28
VB1009_22,B1009,22,-1,2019-09-28
VB1009_23,B1009,23,-1,2019-09-28
VB1009_24,B1009,24,1,2019-09-28
VB1009_25,B1009,25,1,2019-09-28
VB1009_26,B1009,26,1,2019-09-28
VB1009_27,B1009,27,-1,2019-09-28
VB1009_28,B1009,28,0,2019-09-28
VB1009_29,B1009,29,1,2019-09-28
VB1009_30,B1009,30,1,2019-09-28
VB1010_1,B1010,1,1,2019-10-28
VB1010_2,B1010,2,1,2019-10-28
VB1010_3,B1010,3,-1,2019-10-28
VB1010_4,B1010,4,1,2019-10-28
VB1010_5,B1010,5,1,2019-10-28
VB1010_6,B1010,6,-1,2019-10-28
VB1010_7,B1010,7,-1,2019-10-28
VB1010_8,B1010,8,1,2019-10-28
VB1010_9,B1010,9,1,2019-10-28
VB1010_10,B1010,10,1,2019-10-28
VB1010_11,B1010,11,1,2019-10-28
VB1010_12,B1010,12,1,2019-10-28
VB1010_13,B1010,13,-1,2019-10-28
VB1010_14,B1010,14,1,2019-10-28
VB1010_15,B1010,15,1,2019-10-28
VB1010_16,B1010,16,-1,2019-10-28
VB1010_17,B1010,17,1,2019-10-28
VB1010_18,B1010,18,1,2019-10-28
VB1010_19,B1010,19,1,2019-10-28
VB1010_20,B1010,20,-1,2019-10-28
VB1010_21,B1010,21,1,2019-10-28
VB1010_22,B1010,22,1,2019-10-28
VB1010_23,B1010,23,-1,2019-10-28
VB1010_24,B1010,24,0,2019-10-28
VB1010_25,B1010,25,-1,2019-10-28
VB1010_26,B1010,26,1,2019-10-28
VB1010_27,B1010,27,1,2019-10-28
VB1010_28,B1010,28,-1,2019-10-28
VB1010_29,B1010,29,-1,2019-10-28
VB1010_30,B1010,30,1,2019-10-28
VB1011_1,B1011,1,-1,2019-11-27
VB1011_2,B1011,2,0,2019-11-27
VB1011_3,B1011,3,1,2019-11-27
VB1011_4,B1011,4,1,2019-11-27
VB1011_5,B1011,5,1,2019-11-27
VB1011_6,B1011,6,-1,2019-11-27
VB1011_7,B1011,7,-1,2019-11-27
VB1011_8,B1011,8,1,2019-11-27
VB1011_9,B1011,9,1,2019-11-27
VB1011_10,B1011,10,1,2019-11-27
VB1011_11,B1011,11,-1,2019-11-27
VB1011_12,B1011,12,-1,2019-11-27
VB1011_13,B1011,13,-1,2019-11-27
VB1011_14,B1011,14,1,2019-11-27
VB1011_15,B1011,15,1,2019-11-27
VB1011_16,B1011,16,-1,2019-11-27
VB1011_17,B1011,17,1,2019-11-27
VB1011_18,B1011,18,1,2019-11-27
VB1011_19,B1011,19,1,2019-11-27
VB1011_20,B1011,20,-1,2019-11-27
VB1011_21,B1011,21,1,2019-11-27
VB1011_22,B1011,22,1,2019-11-27
VB1011_23,B1011,23,1,2019-11-27
VB1011_24,B1011,24,1,2019-11-27
VB1011_25,B1011,25,1,2019-11-27
VB1011_26,B1011,26,1,2019-11-27
VB1011_27,B1011,27,1,2019-11-27
VB1011_28,B1011,28,1,2019-11-27
VB1011_29,B1011,29,1,2019-11-27
VB1011_30,B1011,30,0,2019-11-27
VB1012_1,B1012,1,1,2019-12-27
VB1012_2,B1012,2,-1,2019-12-27
VB1012_3,B1012,3,-1,2019-12-27
VB1012_4,B1012,4,1,2019-12-27
VB1012_5,B1012,5,1,2019-12-27
VB1012_6,B1012,6,-1,2019-12-27
VB1012_7,B1012,7,-1,2019-12-27
VB1012_8,B1012,8,1,2019-12-27
VB1012_9,B1012,9,1,2019-12-27
VB1012_10,B1012,10,1,2019-12-27
VB1012_11,B1012,11,1,2019-12-27
VB1012_12,B1012,12,1,2019-12-27
VB1012_13,B1012,13,1,2019-12-27
VB1012_14,B1012,14,-1,2019-12-27
VB1012_15,B1012,15,-1,2019-12-27
VB1012_16,B1012,16,1,2019-12-27
VB1012_17,B1012,17,1,2019-12-27
VB1012_18,B1012,18,1,2019-12-27
VB1012_19,B1012,19,1,2019-12-27
VB1012_20,B1012,20,1,2019-12-27
VB1012_21,B1012,21,-1,2019-12-27
VB1012_22,B1012,22,0,2019-12-27
VB1012_23,B1012,23,1,2019-12-27
VB1012_24,B1012,24,1,2019-12-27
VB1012_25,B1012,25,1,2019-12-27
VB1012_26,B1012,26,1,2019-12-27
VB1012_27,B1012,27,1,2019-12-27
VB1012_28,B1012,28,-1,2019-12-27
VB1012_29,B1012,29,-1,2019-12-27
VB1012_30,B1012,30,-1,2019-12-27
VB1013_1,B1013,1,1,2020-01-26
VB1013_2,B1013,2,1,2020-01-26
VB1013_3,B1013,3,1,2020-01-26
VB1013_4,B1013,4,1,2020-01-26
VB1013_5,B1013,5,-1,2020-01-26
VB1013_6,B1013,6,-1,2020-01-26
VB1013_7,B1013,7,1,2020-01-26
VB1013_8,B1013,8,1,2020-01-26
VB1013_9,B1013,9,1,2020-01-26
VB1013_10,B1013,10,0,2020-01-26
VB1013_11,B1013,11,1,2020-01-26
VB1013_12,B1013,12,1,2020-01-26
VB1013_13,B1013,13,1,2020-01-26
VB1013_14,B1013,14,-1,2020-01-26
VB1013_15,B1013,15,-1,2020-01-26
VB1013_16,B1013,16,-1,2020-01-26
VB1013_17,B1013,17,1,2020-01-26
VB1013_18,B1013,18,1,2020-01-26
VB1013_19,B1013,19,1,2020-01-26
VB1013_20,B1013,20,1,2020-01-26
VB1013_21,B1013,21,0,2020-01-26
VB1013_22,B1013,22,1,2020-01-26
VB1013_23,B1013,23,1,2020-01-26
VB1013_24,B1013,24,-1,2020-01-26
VB1013_25,B1013,25,-1,2020-01-26
VB1013_26,B1013,26,-1,2020-01-26
VB1013_27,B1013,27,-1,2020-01-26
VB1013_28,B1013,28,1,2020-01-26
VB1013_29,B1013,29,0,2020-01-26
VB1013_30,B1013,30,-1,2020-01-26
VB1014_1,B1014,1,1,2020-02-25
VB1014_2,B1014,2,1,2020-02-25
VB1014_3,B1014,3,-1,2020-02-25
VB1014_4,B1014,4,1,2020-02-25
VB1014_5,B1014,5,1,2020-02-25
VB1014_6,B1014,6,1,2020-02-25
VB1014_7,B1014,7,1,2020-02-25
VB1014_8,B1014,8,1,2020-02-25
VB1014_9,B1014,9,-1,2020-02-25
VB1014_10,B1014,10,1,2020-02-25
VB1014_11,B1014,11,-1,2020-02-25
VB1014_12,B1014,12,1,2020-02-25
VB1014_13,B1014,13,1,2020-02-25
VB1014_14,B1014,14,1,2020-02-25
VB1014_15,B1014,15,-1,2020-02-25
VB1014_16,B1014,16,-1,2020-02-25
VB1014_17,B1014,17,1,2020-02-25
VB1014_18,B1014,18,0,2020-02-25
VB1014_19,B1014,19,-1,2020-02-25
VB1014_20,B1014,20,1,2020-02-25
VB1014_21,B1014,21,-1,2020-02-25
VB1014_22,B1014,22,0,2020-02-25
VB1014_23,B1014,23,0,2020-02-25
VB1014_24,B1014,24,-1,2020-02-25
VB1014_25,B1014,25,1,2020-02-25
VB1014_26,B1014,26,0,2020-02-25
VB1014_27,B1014,27,1,2020-02-25
VB1014_28,B1014,28,1,2020-02-25
VB1014_29,B1014,29,1,2020-02-25
VB1014_30,B1014,30,1,2020-02-25
VB1015_1,B1015,1,-1,2020-03-26
VB1015_2,B1015,2,1,2020-03-26
VB1015_3,B1015,3,1,2020-03-26
VB1015_4,B1015,4,0,2020-03-26
VB1015_5,B1015,5,0,2020-03-26
VB1015_6,B1015,6,1,2020-03-26
VB1015_7,B1015,7,1,2020-03-26
VB1015_8,B1015,8,1,2020-03-26
VB1015_9,B1015,9,1,2020-03-26
VB1015_10,B1015,10,1,2020-03-26
VB1015_11,B1015,11,1,2020-03-26
VB1015_12,B1015,12,1,2020-03-26
VB1015_13,B1015,13,1,2020-03-26
VB1015_14,B1015,14,1,2020-03-26
VB1015_15,B1015,15,-1,2020-03-26
VB1015_16,B1015,16,-1,2020-03-26
VB1015_17,B1015,17,1,2020-03-26
VB1015_18,B1015,18,1,2020-03-26
VB1015_19,B1015,19,1,2020-03-26
VB1015_20,B1015,20,1,2020-03-26
VB1015_21,B1015,21,-1,2020-03-26
VB1015_22,B1015,22,0,2020-03-26
VB1015_23,B1015,23,-1,2020-03-26
VB1015_24,B1015,24,1,2020-03-26
VB1015_25,B1015,25,-1,2020-03-26
VB1015_26,B1015,26,-1,2020-03-26
VB1015_27,B1015,27,1,2020-03-26
VB1015_28,B1015,28,-1,2020-03-26
VB1015_29,B1015,29,1,2020-03-26
VB1015_30,B1015,30,-1,2020-03-26
VB1016_1,B1016,1,-1,2020-04-25
VB1016_2,B1016,2,0,2020-04-25
VB1016_3,B1016,3,0,2020-04-25
VB1016_4,B1016,4,0,2020-04-25
VB1016_5,B1016,5,-1,2020-04-25
VB1016_6,B1016,6,1,2020-04-25
VB1016_7,B1016,7,-1,2020-04-25
VB1016_8,B1016,8,-1,2020-04-25
VB1016_9,B1016,9,1,2020-04-25
VB1016_10,B1016,10,1,2020-04-25
VB1016_11,B1016,11,1,2020-04-25
VB1016_12,B1016,12,1,2020-04-25
VB1016_13,B1016,13,1,2020-04-25
VB1016_14,B1016,14,1,2020-04-25
VB1016_15,B1016,15,-1,2020-04-25
VB1016_16,B1016,16,1,2020-04-25
VB1016_17,B1016,17,1,2020-04-25
VB1016_18,B1016,18,1,2020-04-25
VB1016_19,B1016,19,-1,2020-04-25
VB1016_20,B1016,20,-1,2020-04-25
VB1016_21,B1016,21,1,2020-04-25
VB1016_22,B1016,22,1,2020-04-25
VB1016_23,B1016,23,1,2020-04-25
VB1016_24,B1016,24,1,2020-04-25
VB1016_25,B1016,25,1,2020-04-25
VB1016_26,B1016,26,1,2020-04-25
VB1016_27,B1016,27,1,2020-04-25
VB1016_28,B1016,28,-1,2020-04-25
VB1016_29,B1016,29,0,2020-04-25
VB1016_30,B1016,30,-1,2020-04-25
VB1017_1,B1017,1,1,2020-05-25
VB1017_2,B1017,2,-1,2020-05-25
VB1017_3,B1017,3,1,2020-05-25
VB1017_4,B1017,4,1,2020-05-25
VB1017_5,B1017,5,1,2020-05-25
VB1017_6,B1017,6,1,2020-05-25
VB1017_7,B1017,7,0,2020-05-25
VB1017_8,B1017,8,1,2020-05-25
VB1017_9,B1017,9,1,2020-05-25
VB1017_10,B1017,10,-1,2020-05-25
VB1017_11,B1017,11,-1,2020-05-25
VB1017_12,B1017,12,-1,2020-05-25
VB1017_13,B1017,13,1,2020-05-25
VB1017_14,B1017,14,1,2020-05-25
VB1017_15,B1017,15,-1,2020-05-25
VB1017_16,B1017,16,-1,2020-05-25
VB1017_17,B1017,17,-1,2020-05-25
VB1017_18,B1017,18,-1,2020-05-25
VB1017_19,B1017,19,1,2020-05-25
VB1017_20,B1017,20,1,2020-05-25
VB1017_21,B1017,21,1,2020-05-25
VB1017_22,B1017,22,0,2020-05-25
VB1017_23,B1017,23,1,2020-05-25
VB1017_24,B1017,24,0,2020-05-25
VB1017_25,B1017,25,-1,2020-05-25
VB1017_26,B1017,26,-1,2020-05-25
VB1017_27,B1017,27,1,2020-05-25
VB1017_28,B1017,28,1,2020-05-25
VB1017_29,B1017,29,1,2020-05-25
VB1017_30,B1017,30,1,2020-05-25
VB1018_1,B1018,1,-1,2020-06-24
VB1018_2,B1018,2,1,2020-06-24
VB1018_3,B1018,3,1,2020-06-24
VB1018_4,B1018,4,1,2020-06-24
VB1018_5,B1018,5,0,2020-06-24
VB1018_6,B1018,6,-1,2020-06-24
VB1018_7,B1018,7,1,2020-06-24
VB1018_8,B1018,8,-1,2020-06-24
VB1018_9,B1018,9,-1,2020-06-24
VB1018_10,B1018,10,1,2020-06-24
VB1018_11,B1018,11,1,2020-06-24
VB1018_12,B1018,12,-1,2020-06-24
VB1018_13,B1018,13,1,2020-06-24
VB1018_14,B1018,14,1,2020-06-24
VB1018_15,B1018,15,1,2020-06-24
VB1018_16,B1018,16,1,2020-06-24
VB1018_17,B1018,17,-1,2020-06-24
VB1018_18,B1018,18,1,2020-06-24
VB1018_19,B1018,19,1,2020-06-24
VB1018_20,B1018,20,1,2020-06-24
VB1018_21,B1018,21,1,2020-06-24
VB1018_22,B1018,22,0,2020-06-24
VB1018_23,B1018,23,1,2020-06-24
VB1018_24,B1018,24,1,2020-06-24
VB1018_25,B1018,25,1,2020-06-24
VB1018_26,B1018,26,-1,2020-06-24
VB1018_27,B1018,27,1,2020-06-24
VB1018_28,B1018,28,1,2020-06-24
VB1018_29,B1018,29,0,2020-06-24
VB1018_30,B1018,30,1,2020-06-24
VB1019_1,B1019,1,1,2020-07-24
VB1019_2,B1019,2,1,2020-07-24
VB1019_3,B1019,3,1,2020-07-24
VB1019_4,B1019,4,-1,2020-07-24
VB1019_5,B1019,5,1,2020-07-24
VB1019_6,B1019,6,-1,2020-07-24
VB1019_7,B1019,7,1,2020-07-24
VB1019_8,B1019,8,-1,2020-07-24
VB1019_9,B1019,9,1,2020-07-24
VB1019_10,B1019,10,1,2020-07-24
VB1019_11,B1019,11,0,2020-07-24
VB1019_12,B1019,12,1,2020-07-24
VB1019_13,B1019,13,1,2020-07-24
VB1019_14,B1019,14,-1,2020-07-24
VB1019_15,B1019,15,-1,2020-07-24
VB1019_16,B1019,16,1,2020-07-24
VB1019_17,B1019,17,1,2020-07-24
VB1019_18,B1019,18,1,2020-07-24
VB1019_19,B1019,19,1,2020-07-24
VB1019_20,B1019,20,1,2020-07-24
VB1019_21,B1019,21,-1,2020-07-24
VB1019_22,B1019,22,-1,2020-07-24
VB1019_23,B1019,23,1,2020-07-24
VB1019_24,B1019,24,1,2020-07-24
VB1019_25,B1019,25,1,2020-07-24
VB1019_26,B1019,26,1,2020-07-24
VB1019_27,B1019,27,1,2020-07-24
VB1019_28,B1019,28,1,2020-07-24
VB1019_29,B1019,29,1,2020-07-24
VB1019_30,B1019,30,-1,2020-07-24
VB1020_1,B1020,1,1,2020-08-23
VB1020_2,B1020,2,-1,2020-08-23
VB1020_3,B1020,3,1,2020-08-23
VB1020_4,B1020,4,1,2020-08-23
VB1020_5,B1020,5,1,2020-08-23
VB1020_6,B1020,6,0,2020-08-23
VB1020_7,B1020,7,0,2020-08-23
VB1020_8,B1020,8,1,2020-08-23
VB1020_9,B1020,9,-1,2020-08-23
VB1020_10,B1020,10,1,2020-08-23
VB1020_11,B1020,11,-1,2020-08-23
VB1020_12,B1020,12,0,2020-08-23
VB1020_13,B1020,13,-1,2020-08-23
VB1020_14,B1020,14,1,2020-08-23
VB1020_15,B1020,15,0,2020-08-23
VB1020_16,B1020,16,1,2020-08-23
VB1020_17,B1020,17,-1,2020-08-23
VB1020_18,B1020,18,1,2020-08-23
VB1020_19,B1020,19,1,2020-08-23
VB1020_20,B1020,20,1,2020-08-23
VB1020_21,B1020,21,1,2020-08-23
VB1020_22,B1020,22,1,2020-08-23
VB1020_23,B1020,23,1,2020-08-23
VB1020_24,B1020,24,1,2020-08-23
VB1020_25,B1020,25,1,2020-08-23
